,Unnamed: 0,Age,Month,Site,Departamento,Municipio,Empresa,Estrato 1_Suscriptores,Estrato 2_Suscriptores,Estrato 3_Suscriptores,Estrato 4_Suscriptores,Estrato 5_Suscriptores,Estrato 6_Suscriptores,Industrial_Suscriptores,Comercial_Suscriptores,Oficial_Suscriptores,Otros_Suscriptores,Estrato 1_Consumo,Estrato 2_Consumo,Estrato 3_Consumo,Estrato 4_Consumo,Estrato 5_Consumo,Estrato 6_Consumo,Industrial_Consumo,Comercial_Consumo,Oficial_Consumo,Otros_Consumo,Estrato 1_Valor Consumo,Estrato 2_Valor Consumo,Estrato 3_Valor Consumo,Estrato 4_Valor Consumo,Estrato 5_Valor Consumo,Estrato 6_Valor Consumo,Industrial_Valor Consumo,Comercial_Valor Consumo,Oficial_Valor Consumo,Otros_Valor Consumo,Estrato 1_Consumo Por Suscritor,Estrato 2_Consumo Por Suscritor,Estrato 3_Consumo Por Suscritor,Estrato 4_Consumo Por Suscritor,Estrato 5_Consumo Por Suscritor,Estrato 6_Consumo Por Suscritor,Industrial_Consumo Por Suscritor,Comercial_Consumo Por Suscritor,Oficial_Consumo Por Suscritor,Otros_Consumo Por Suscritor,Estrato 1_Valor Por Suscritor,Estrato 2_Valor Por Suscritor,Estrato 3_Valor Por Suscritor,Estrato 4_Valor Por Suscritor,Estrato 5_Valor Por Suscritor,Estrato 6_Valor Por Suscritor,Industrial_Valor Por Suscritor,Comercial_Valor Por Suscritor,Oficial_Valor Por Suscritor,Otros_Valor Por Suscritor,Estrato 1_Precio por Vatio,Estrato 2_Precio por Vatio,Estrato 3_Precio por Vatio,Estrato 4_Precio por Vatio,Estrato 5_Precio por Vatio,Estrato 6_Precio por Vatio,Industrial_Precio por Vatio,Comercial_Precio por Vatio,Oficial_Precio por Vatio,Otros_Precio por Vatio
580253,1131,2015,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,440.0,4576.0,140.0,,,,8.0,253.0,20.0,4.0,45367.0,538723.0,24511.0,,,,86691.0,126789.0,40367.0,80952.0,18926352.94,224179500.2,10228440.3,,,,26522300.41,49682067.88,15653490.89,24664063.87,103.10681818181818,117.72792832167832,175.07857142857142,,,,10836.375,501.14229249011856,2018.35,20238.0,43014.438500000004,48990.27539335664,73060.28785714286,,,,3315287.55125,196371.80980237154,782674.5445000001,6166015.9675,417.18325963806296,416.1312960463912,417.3,,,,305.940644472898,391.8484086158894,387.77939628904807,304.6751639243008
580910,1788,2015,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,2.0,1.0,,,,,,,,,27430.0,12369.0,,,,,,,,,8142377.0,4915128.0,,,,,,,,,13715.0,12369.0,,,,,,,,,4071188.5,4915128.0,,,,,,,,,296.8420342690485,397.37472714043173,,
582044,1025,2003,Junio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,139.0,3063.0,314.0,,,,14.0,202.0,24.0,6.0,19186.0,392279.0,47041.0,,,,63840.0,65937.0,21873.0,108328.0,4556303.0,93142971.0,11171300.0,,,,11614696.0,15658603.0,5715941.0,21517518.0,138.02877697841726,128.0701926216128,149.81210191082803,,,,4560.0,326.4207920792079,911.375,18054.666666666668,32779.1582733813,30409.066601371203,35577.388535031845,,,,829621.1428571428,77517.83663366336,238164.20833333334,3586253.0,237.48061086208696,237.44062516729164,237.48007057673092,,,,181.9344611528822,237.47824438479154,261.32405248479864,198.63302193338748
583125,919,2006,Marzo,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,,,,,,,62.0,53.0,15.0,1.0,,,,,,,876401.02,48675.0,21240.0,60.0,,,,,,,155859201.67,13501582.58,3231118.8,17694.0,,,,,,,14135.500322580645,918.3962264150944,1416.0,60.0,,,,,,,2513858.0914516128,254746.84113207547,215407.91999999998,17694.0,,,,,,,177.84005051705668,277.38228207498713,152.1242372881356,294.9
583255,1049,2006,Marzo,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,2.0,,,,,,,,,,10704.0,,,,,,,,,,2352355.0,,,,,,,,,,5352.0,,,,,,,,,,1176177.5,,,,,,,,,,219.76410687593423,,,
584151,880,2009,Abril,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,33.0,125.0,8.0,,1.0,1.0,45.0,14.0,,,4713.0,23689.0,6324.0,,5016.0,465.0,209340.0,16726.0,,,1693664.17,8392522.45,2184003.62,,1604768.88,168627.6,48591013.73,5465549.27,,,142.8181818181818,189.512,790.5,,5016.0,465.0,4652.0,1194.7142857142858,,,51323.15666666666,67140.17959999999,273000.4525,,1604768.88,168627.6,1079800.3051111111,390396.3764285714,,,359.3601039677488,354.27930474059684,345.3516160657812,,319.92999999999995,362.64,232.11528484761632,326.76965622384307,,
584380,1109,2009,Abril,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,36275.0,16464.0,,,,,,,,,9231731.0,4963303.0,,,,,,,,,7255.0,16464.0,,,,,,,,,1846346.2,4963303.0,,,,,,,,,254.49292901447276,301.46398202138,,
584414,1143,2009,Abril,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,5000.0,,,,,,,,,,1377156.0,,,,,,,,,,5000.0,,,,,,,,,,1377156.0,,,,,,,,,,275.4312,,,
584855,437,2017,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,497.0,,,,,,,,,,232895.0,,,,,,,,,,497.0,,,,,,,,,,232895.0,,,,,,,,,,468.6016096579477,
586302,1884,2017,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,22397.0,39002.0,,,,,,,,,8136313.0,16350473.0,,,,,,,,,7465.666666666667,19501.0,,,,,,,,,2712104.3333333335,8175236.5,,,,,,,,,363.2769120864402,419.22139890262036,,
587353,940,2007,Marzo,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,372.0,2384.0,33.0,9.0,7.0,13.0,45.0,49.0,12.0,,72514.0,588915.0,19932.0,5962.0,6659.0,10784.0,318740.0,80467.0,7033.0,,21641395.61,175227776.71,5534101.24,1594735.59,1964565.5,3060973.16,64351363.34,19512306.76,2083031.59,,194.93010752688173,247.02810402684563,604.0,662.4444444444445,951.2857142857143,829.5384615384615,7083.111111111111,1642.1836734693877,586.0833333333334,,58175.79465053763,73501.58419043625,167700.0375757576,177192.84333333335,280652.21428571426,235459.47384615385,1430030.2964444445,398210.3420408164,173585.96583333335,,298.44437777532613,297.54340899790293,277.64906883403575,267.48332606507887,295.0241027181258,283.8439502967359,201.8929639831838,242.4883089962345,296.17966586094127,
587592,1179,2007,Marzo,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,49594.0,12908.0,,,,,,,,,10025883.0,3084091.0,,,,,,,,,9918.8,12908.0,,,,,,,,,2005176.6,3084091.0,,,,,,,,,202.1591926442715,238.92864889990705,,
587944,321,2012,Abril,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,541.0,,,,,,,,,,144825.0,,,,,,,,,,541.0,,,,,,,,,,144825.0,,,,,,,,,,267.6987060998152,,,
588661,1038,2012,Abril,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,219.0,4193.0,177.0,,1.0,,12.0,234.0,16.0,5.0,32144.0,530250.0,28466.0,,3708.0,,176079.0,94725.0,26263.0,116547.0,13030927.87,215327835.6,11568088.76,,1328984.28,,49593878.7,38099458.43,9896932.23,36956685.45,146.77625570776254,126.46076794657763,160.82485875706215,,3708.0,,14673.25,404.8076923076923,1641.4375,23309.4,59501.95374429223,51354.12248986406,65356.43367231638,,1328984.28,,4132823.225,162818.19841880343,618558.264375,7391337.090000001,405.39223089845694,406.08738444130125,406.3826586102719,,358.41,,281.65697613003255,402.2112264977567,376.83936450519747,317.0968403305105
589312,1689,2012,Abril,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,9898.0,,,,,,,,,,3876510.0,,,,,,,,,,9898.0,,,,,,,,,,3876510.0,,,,,,,,,,391.6457870276824,,
590403,717,2012,Agosto,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,33.0,96.0,7.0,,,1.0,16.0,12.0,1.0,37.0,6923.0,18358.0,5201.0,,,433.0,125377.0,35895.0,760.0,256300.0,2565621.37,6510785.64,1860279.47,,,156135.47,34996289.73,13072727.81,262519.2,88283035.36,209.78787878787878,191.22916666666666,743.0,,,433.0,7836.0625,2991.25,760.0,6927.027027027027,77746.10212121213,67820.68375,265754.21,,,156135.47,2187268.108125,1089393.9841666666,262519.2,2386027.9827027027,370.593871154124,354.6565878636017,357.67726783310906,,,360.59,279.12846638538167,364.1935592700933,345.42,344.4519522434647
590667,981,2012,Agosto,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,77282.0,19604.0,,,,,,,,,21750062.0,7201505.0,,,,,,,,,15456.4,19604.0,,,,,,,,,4350012.4,7201505.0,,,,,,,,,281.43761807406645,367.34875535604976,,
590724,1038,2012,Agosto,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,30103.0,,,,,,,,,,8266469.0,,,,,,,,,,30103.0,,,,,,,,,,8266469.0,,,,,,,,,,274.6061522107431,,,
591088,359,2003,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,2452.0,,,,,,,,,,348204.0,,,,,,,,,,2452.0,,,,,,,,,,348204.0,,,,,,,,,,142.00815660685154,,,
591825,1096,2003,Agosto,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,145.0,3068.0,316.0,,,,14.0,199.0,24.0,11.0,18963.0,392879.0,47569.0,,,,49464.0,67221.0,19895.0,110820.0,4494221.0,93112456.0,11267494.0,,,,9865461.0,15931470.0,5060299.0,22167518.0,130.7793103448276,128.05704041720992,150.53481012658227,,,,3533.1428571428573,337.79396984924625,828.9583333333334,10074.545454545454,30994.627586206898,30349.561929595828,35656.626582278484,,,,704675.7857142857,80057.63819095478,210845.79166666666,2015228.9090909092,236.99947265727997,237.00033852662014,236.86632050284854,,,,199.447295002426,237.00138349622887,254.35028901734103,200.03174517235158
592977,834,2008,Enero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,414.0,2370.0,31.0,9.0,7.0,13.0,47.0,51.0,12.0,,89676.0,637017.0,21249.0,5481.0,5525.0,12634.0,1108274.0,65064.0,5468.0,,26907797.49,190131044.42,5871179.1,1465441.28,1630550.95,3409270.84,186683924.39,18660360.87,1665443.44,,216.6086956521739,268.78354430379744,685.4516129032259,609.0,789.2857142857143,971.8461538461538,23580.297872340427,1275.764705882353,455.6666666666667,,64994.67992753623,80224.06937552743,189392.87419354837,162826.8088888889,232935.85,262251.60307692306,3971998.3912765956,365889.42882352945,138786.95333333334,,300.0557282885053,298.47091116877573,276.30378370746854,267.3675022806057,295.1223438914027,269.8488871299667,168.44564105085925,286.800087144965,304.58,
593187,1044,2008,Enero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,63941.0,16146.0,,,,,,,,,13188986.0,3824878.0,,,,,,,,,12788.2,16146.0,,,,,,,,,2637797.2,3824878.0,,,,,,,,,206.26805961745984,236.89322432800694,,
593218,1075,2008,Enero,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,1849.0,,,,,,,,,,492312.0,,,,,,,,,,1849.0,,,,,,,,,,492312.0,,,,,,,,,,266.2585181179016,,,
593568,346,2009,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,469.0,,,,,,,,,,133169.0,,,,,,,,,,469.0,,,,,,,,,,133169.0,,,,,,,,,,283.9424307036247,,,
594367,1145,2009,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,195.0,3807.0,187.0,,,,18.0,235.0,16.0,1.0,27066.0,488312.0,27470.0,,,,192057.0,100242.0,23684.0,101098.0,9556749.94,171953204.07,9681801.5,,,,50340721.59,34738901.81,7809803.63,29097735.45,138.8,128.2668768058839,146.89839572192514,,,,10669.833333333334,426.5617021276596,1480.25,101098.0,49008.97405128205,45167.63962962963,51774.33957219251,,,,2796706.7550000004,147825.11408510638,488112.726875,29097735.45,353.0905911475652,352.13798569357294,352.45,,,,262.11344335275464,346.5503662137627,329.7501954906266,287.81712249500487
595811,829,2009,Julio,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,510.0,2358.0,28.0,8.0,7.0,13.0,46.0,55.0,12.0,,110940.0,605717.0,14277.0,8398.0,3319.0,9269.0,408636.0,97664.0,5985.0,,41450897.83,224207217.54,5152259.98,2815673.45,1180625.03,3266029.77,90034041.62,25944327.71,2247247.8,,217.52941176470588,256.8774385072095,509.89285714285717,1049.75,474.14285714285717,713.0,8883.391304347826,1775.709090909091,498.75,,81276.27025490196,95083.63763358779,184009.285,351959.18125,168660.7185714286,251233.05923076923,1957261.7743478261,471715.0492727273,187270.65,,373.6334760230755,370.1517664850087,360.8783343839742,335.279048582996,355.7170924977403,352.36053188046174,220.32821782711264,265.64883385894495,375.47999999999996,
596045,1063,2009,Julio,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,84225.0,18764.0,,,,,,,,,20736945.0,5560188.0,,,,,,,,,16845.0,18764.0,,,,,,,,,4147389.0,5560188.0,,,,,,,,,246.20890471950133,296.3221061607333,,
596083,1101,2009,Julio,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,14887.0,,,,,,,,,,4012846.0,,,,,,,,,,14887.0,,,,,,,,,,4012846.0,,,,,,,,,,269.55370457446094,,,
596533,446,2018,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,433.0,,,,,,,,,,209568.0,,,,,,,,,,433.0,,,,,,,,,,209568.0,,,,,,,,,,483.9907621247113,
597243,1156,2018,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,506.0,5042.0,127.0,,,,10.0,275.0,23.0,5.0,53692.0,569105.0,17459.0,,,,83459.0,120117.0,35180.0,66306.0,28642507.47,303486574.55,9255692.16,,,,37675867.04,63342687.78,16977019.52,31687398.14,106.11067193675889,112.8728679095597,137.4724409448819,,,,8345.9,436.78909090909093,1529.5652173913043,13261.2,56605.74598814229,60191.704591431975,72879.46582677166,,,,3767586.704,230337.04647272726,738131.2834782609,6337479.6280000005,533.459499925501,533.2699142513245,530.1387341772152,,,,451.4296485699565,527.3415734658707,482.5758817509949,477.89639157843936
598081,1994,2018,Julio,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,19817.0,37778.0,,,,,,,,,7334669.0,15929304.0,,,,,,,,,6605.666666666667,18889.0,,,,,,,,,2444889.6666666665,7964652.0,,,,,,,,,370.12004844325577,421.6555667319604,,
598517,321,2012,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,486.0,,,,,,,,,,136839.0,,,,,,,,,,486.0,,,,,,,,,,136839.0,,,,,,,,,,281.5617283950617,,,
599233,1037,2012,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,213.0,4181.0,177.0,,,,13.0,238.0,16.0,6.0,26898.0,518876.0,26859.0,,,,157338.0,107550.0,28210.0,125463.0,10708760.33,206701575.87,10700357.01,,,,44900765.66,42049727.89,10628034.02,39468997.66,126.28169014084507,124.10332456350156,151.74576271186442,,,,12102.923076923076,451.890756302521,1763.125,20910.5,50275.870093896716,49438.31042095193,60453.99440677966,,,,3453905.0507692304,176679.52894957984,664252.12625,6578166.276666666,398.12477990928693,398.3641098643992,398.39,,,,285.3777578207426,390.9784090190609,376.74704076568594,314.5867519507743
599875,1679,2012,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,5047.0,,,,,,,,,,1716102.0,,,,,,,,,,5047.0,,,,,,,,,,1716102.0,,,,,,,,,,340.0241727759065,,
600285,250,2004,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,819.0,,,,,,,,,,210632.0,,,,,,,,,,819.0,,,,,,,,,,210632.0,,,,,,,,,,257.1819291819292,,,
601073,1038,2004,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,260.0,2379.0,1.0,,,,61.0,38.0,18.0,4.0,54370.49,613984.2,640.0,,,,621983.3,34829.33,6695.0,621.0,15899087.0,178187489.0,168941.0,,,,138198548.41,9797227.0,1893581.0,184769.0,209.1172692307692,258.08499369482973,640.0,,,,10196.447540983607,916.5613157894737,371.94444444444446,155.25,61150.334615384614,74900.16351408155,168941.0,,,,2265549.973934426,257821.76315789475,105198.94444444444,46192.25,292.4212564573172,290.2151048838065,263.9703125,,,,222.1901269857245,281.29243370458175,282.83510082150855,297.53462157809986
601683,319,2011,Julio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,3266.0,,,,,,,,,,937188.0,,,,,,,,,,3266.0,,,,,,,,,,937188.0,,,,,,,,,,286.95284751990204,,,
602390,1026,2011,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,210.0,3963.0,181.0,,,,10.0,238.0,17.0,6.0,27406.0,507756.0,26520.0,,,,194872.0,95094.0,22706.0,115147.0,10520802.92,193350622.58,10087942.8,,,,53548107.93,35590500.88,7993336.78,36001801.06,130.5047619047619,128.12414837244512,146.51933701657458,,,,19487.2,399.5546218487395,1335.6470588235295,19191.166666666668,50099.06152380953,48788.95346454706,55734.49060773481,,,,5354810.793,149539.91966386556,470196.2811764706,6000300.176666667,383.8868466759104,380.79436300112656,380.39000000000004,,,,274.786054076522,374.26652449155574,352.0363243195631,312.6594792743189
604038,1045,2003,Julio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,145.0,3076.0,317.0,,,,14.0,203.0,24.0,5.0,18123.0,389257.0,47049.0,,,,61109.0,71354.0,19613.0,108437.0,4275156.0,91837457.0,11098896.0,,,,11139363.0,16838842.0,5128349.0,21514340.0,124.98620689655172,126.54648894668401,148.41955835962145,,,,4364.928571428572,351.4975369458128,817.2083333333334,21687.4,29483.834482758622,29856.130364109235,35012.29022082019,,,,795668.7857142857,82949.960591133,213681.20833333334,4302868.0,235.89670584340342,235.93013613114215,235.9007842887203,,,,182.28678263430916,235.99016172884492,261.47703054096775,198.4040502780416
605153,965,2016,Agosto,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,13872.0,18863.0,,,,,,,,,6453270.0,9220131.0,,,,,,,,,13872.0,18863.0,,,,,,,,,6453270.0,9220131.0,,,,,,,,,465.20112456747404,488.7945183692944,,
606381,1041,2010,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,21662.0,10572.0,,,,,,,,,6311143.35,3230427.81,,,,,,,,,4332.4,10572.0,,,,,,,,,1262228.67,3230427.81,,,,,,,,,291.3462907395439,305.56449205448354,,
606418,1078,2010,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,531.0,,,,,,,,,,421880.0,,,,,,,,,,531.0,,,,,,,,,,421880.0,,,,,,,,,,794.5009416195857,,,
607190,767,2011,Octubre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,21.0,59.0,7.0,,,1.0,15.0,12.0,1.0,30.0,5976.0,17318.0,4976.0,,,728.0,127988.0,32485.0,720.0,165030.0,2262261.12,6485505.3,1844969.6,,,279602.96,34676101.57,11670726.54,252324.0,60422037.12,284.57142857142856,293.52542372881356,710.8571428571429,,,728.0,8532.533333333333,2707.0833333333335,720.0,5501.0,107726.72,109923.8186440678,263567.0857142857,,,279602.96,2311740.1046666666,972560.5449999999,252324.0,2014067.9039999999,378.5577510040161,374.4950513916157,370.77363344051446,,,384.07000000000005,270.93244343219675,359.26509281206705,350.45,366.1275957098709
607440,1017,2011,Octubre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,27858.0,10494.0,,,,,,,,,7120262.17,2798852.97,,,,,,,,,5571.6,10494.0,,,,,,,,,1424052.434,2798852.97,,,,,,,,,255.59129047311362,266.7098313321898,,
607481,1058,2011,Octubre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,27236.0,,,,,,,,,,7183478.0,,,,,,,,,,27236.0,,,,,,,,,,7183478.0,,,,,,,,,,263.7493758261125,,,
608580,971,2016,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,1388.0,18661.0,,,,,,,,,677876.0,9081884.0,,,,,,,,,1388.0,18661.0,,,,,,,,,677876.0,9081884.0,,,,,,,,,488.38328530259366,486.6772413053963,,
609119,332,2003,Abril,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,5382.0,,,,,,,,,,874333.0,,,,,,,,,,5382.0,,,,,,,,,,874333.0,,,,,,,,,,162.45503530286138,,,
609743,956,2003,Abril,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,3.0,90.0,1.0,,,,60.0,6.0,1.0,1.0,474.0,37680.0,520.0,,,,460844.0,2988.0,800.0,70.0,107403.0,8558050.0,121987.0,,,,77427553.0,693116.0,197056.0,16491.0,158.0,418.6666666666667,520.0,,,,7680.733333333334,498.0,800.0,70.0,35801.0,95089.44444444444,121987.0,,,,1290459.2166666666,115519.33333333333,197056.0,16491.0,226.58860759493672,227.12446921443734,234.5903846153846,,,,168.01250097646925,231.9665327978581,246.32,235.5857142857143
610964,894,2006,Enero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,325.0,2425.0,39.0,9.0,11.0,14.0,6.0,,,,68901.0,627246.0,35021.0,4133.0,10064.0,13095.0,699775.95,,,,19634032.27,177893222.25,8751905.64,1037706.32,2717293.1,3417346.12,105357548.29,,,,212.00307692307692,258.6581443298969,897.974358974359,459.22222222222223,914.9090909090909,935.3571428571429,116629.325,,,,60412.40698461538,73358.02979381444,224407.83692307695,115300.70222222221,247026.64545454548,244096.15142857144,17559591.381666668,,,,284.96004803994134,283.6099747945782,249.90450415465008,251.07822888942655,270.00130166931643,260.96572126765943,150.55897289696796,,,
611155,1085,2006,Enero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,3.0,,,,,,,,,,15250.0,,,,,,,,,,3277984.0,,,,,,,,,,5083.333333333333,,,,,,,,,,1092661.3333333333,,,,,,,,,,214.94977049180326,,,
611614,444,2005,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,3037.0,,,,,,,,,,654663.0,,,,,,,,,,3037.0,,,,,,,,,,654663.0,,,,,,,,,,215.56239710240368,,,
612385,1215,2005,Noviembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,174.0,3309.0,229.0,,,,11.0,212.0,22.0,1.0,23451.0,438234.0,34175.0,,,,28713.0,73736.0,25152.0,84737.0,6900222.24,128200039.84,10055652.0,,,,135281.48,21448477.36,7533633.47,19929295.0,134.77586206896552,132.43699002719856,149.235807860262,,,,2610.2727272727275,347.811320754717,1143.2727272727273,84737.0,39656.449655172415,38742.83464490783,43911.14410480349,,,,12298.316363636364,101172.06301886792,342437.885,19929295.0,294.24,292.53786753195783,294.23999999999995,,,,4.71150628635113,290.88202994466747,299.5242314726463,235.18999964596338
614126,1175,2015,Marzo,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,50623.0,19043.0,,,,,,,,,18553061.0,7949249.0,,,,,,,,,10124.6,19043.0,,,,,,,,,3710612.2,7949249.0,,,,,,,,,366.494696086759,417.43680092422414,,
614768,455,2007,Enero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,6407.0,,,,,,,,,,1419575.0,,,,,,,,,,6407.0,,,,,,,,,,1419575.0,,,,,,,,,,221.5662556578742,,,
615399,1086,2007,Enero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,173.0,3578.0,222.0,,,,15.0,208.0,12.0,,23019.0,497295.0,37587.0,,,,45841.0,80611.0,15069.0,,7046115.9,152051786.76,11505380.7,,,,11865790.35,24092112.48,4347798.45,,133.05780346820808,138.98686416992734,169.3108108108108,,,,3056.0666666666666,387.55288461538464,1255.75,,40728.9936416185,42496.30708775852,51826.039189189185,,,,791052.69,115827.46384615384,362316.53750000003,,306.1000000000001,305.7577228003498,306.09999999999997,,,,258.8466732837416,298.868795573805,288.5260103523791,
